year,sido,gungu,type, 1 , 2 , 3 , 4 , 5 , 6 , 7 
2021,전라남도,진도군,심 야," 2,685,440 "," 2,570,068 "," 2,004,523 "," 1,556,373 "," 1,123,441 "," 736,813 "," 540,751 "
2021,전라남도,진도군,합 계," 32,663,238 "," 31,387,529 "," 31,718,084 "," 32,290,610 "," 26,426,107 "," 26,143,642 "," 27,811,495 "
2021,전라남도,신안군,주택용," 4,103,248 "," 3,995,374 "," 3,402,687 "," 3,414,884 "," 3,177,501 "," 3,178,751 "," 3,197,758 "
2021,전라남도,신안군,일반용," 6,745,621 "," 6,742,302 "," 5,628,819 "," 5,501,877 "," 5,006,106 "," 6,208,294 "," 5,546,196 "
2021,전라남도,신안군,교육용," 615,085 "," 388,621 "," 424,633 "," 471,410 "," 348,391 "," 275,903 "," 470,104 "
2021,전라남도,신안군,산업용," 2,428,297 "," 2,482,066 "," 2,128,134 "," 2,501,039 "," 2,455,219 "," 2,584,384 "," 2,763,874 "
2021,전라남도,신안군,농사용," 7,945,759 "," 9,355,923 "," 9,653,334 "," 9,870,102 "," 7,445,013 "," 8,752,930 "," 12,768,475 "
2021,전라남도,신안군,가로등," 424,451 "," 381,164 "," 355,408 "," 335,513 "," 315,628 "," 285,255 "," 285,995 "
2021,전라남도,신안군,심 야," 4,117,405 "," 4,144,486 "," 3,360,100 "," 2,816,067 "," 1,977,999 "," 1,315,954 "," 845,768 "
2021,전라남도,신안군,합 계," 26,379,866 "," 27,489,936 "," 24,953,115 "," 24,910,892 "," 20,725,857 "," 22,601,471 "," 25,878,170 "
2021,경상북도,경주시,주택용," 36,927,910 "," 35,094,827 "," 30,920,637 "," 31,349,725 "," 29,857,015 "," 30,004,632 "," 34,260,229 "
2021,경상북도,경주시,일반용," 64,418,285 "," 60,580,888 "," 52,200,414 "," 50,999,253 "," 47,837,837 "," 51,686,721 "," 58,713,478 "
2021,경상북도,경주시,교육용," 4,900,246 "," 3,954,226 "," 4,186,426 "," 3,526,366 "," 2,716,814 "," 3,158,652 "," 3,541,655 "
2021,경상북도,경주시,산업용," 241,874,264 "," 229,057,973 "," 225,475,986 "," 226,018,252 "," 223,454,891 "," 217,128,772 "," 227,240,325 "
2021,경상북도,경주시,농사용," 16,806,103 "," 16,284,366 "," 12,520,757 "," 10,797,445 "," 10,108,391 "," 12,409,402 "," 12,725,848 "
2021,경상북도,경주시,가로등," 2,885,140 "," 2,709,318 "," 2,557,493 "," 2,605,069 "," 2,508,601 "," 2,414,614 "," 2,381,354 "
2021,경상북도,경주시,심 야," 16,981,353 "," 16,332,319 "," 12,420,980 "," 9,926,831 "," 6,722,879 "," 4,522,018 "," 3,267,770 "
2021,경상북도,경주시,합 계," 384,793,301 "," 364,013,917 "," 340,282,693 "," 335,222,941 "," 323,206,428 "," 321,324,811 "," 342,130,659 "
2021,경상북도,김천시,주택용," 18,703,198 "," 18,234,680 "," 15,403,826 "," 15,980,624 "," 14,998,055 "," 15,434,505 "," 16,410,196 "
2021,경상북도,김천시,일반용," 29,361,552 "," 27,096,710 "," 22,921,187 "," 21,911,646 "," 20,578,951 "," 22,115,601 "," 25,460,595 "
2021,경상북도,김천시,교육용," 3,150,101 "," 2,560,920 "," 2,218,680 "," 1,998,130 "," 1,415,424 "," 1,500,439 "," 1,801,118 "
2021,경상북도,김천시,산업용," 140,234,864 "," 128,002,285 "," 135,310,827 "," 126,570,930 "," 132,623,275 "," 136,002,270 "," 141,842,405 "
2021,경상북도,김천시,농사용," 15,348,310 "," 15,300,202 "," 13,072,056 "," 13,038,765 "," 12,358,769 "," 12,495,049 "," 14,435,991 "
2021,경상북도,김천시,가로등," 1,925,372 "," 1,782,311 "," 1,640,384 "," 1,639,106 "," 1,512,739 "," 1,451,472 "," 1,449,965 "
2021,경상북도,김천시,심 야," 12,652,809 "," 11,831,431 "," 8,687,852 "," 6,370,840 "," 4,184,011 "," 3,069,532 "," 2,298,719 "
2021,경상북도,김천시,합 계," 221,376,206 "," 204,808,539 "," 199,254,812 "," 187,510,041 "," 187,671,224 "," 192,068,868 "," 203,698,989 "
2021,경상북도,안동시,주택용," 22,450,577 "," 21,495,124 "," 18,377,179 "," 18,708,180 "," 17,697,563 "," 17,911,203 "," 19,096,591 "
2021,경상북도,안동시,일반용," 38,013,183 "," 35,685,475 "," 29,436,058 "," 27,786,819 "," 25,579,097 "," 27,262,664 "," 30,494,247 "
2021,경상북도,안동시,교육용," 5,037,843 "," 4,642,529 "," 3,863,838 "," 3,415,081 "," 2,486,250 "," 2,614,714 "," 2,835,307 "
2021,경상북도,안동시,산업용," 23,971,014 "," 22,798,306 "," 23,061,886 "," 23,994,523 "," 24,171,363 "," 24,521,796 "," 25,653,701 "
2021,경상북도,안동시,농사용," 13,089,416 "," 12,600,954 "," 10,646,780 "," 9,609,298 "," 9,337,293 "," 11,270,377 "," 11,629,332 "
2021,경상북도,안동시,가로등," 1,481,094 "," 1,451,259 "," 1,351,025 "," 1,431,979 "," 1,317,288 "," 1,286,074 "," 1,297,728 "
2021,경상북도,안동시,심 야," 13,111,737 "," 12,119,661 "," 9,095,614 "," 6,977,465 "," 4,628,068 "," 3,231,230 "," 2,416,808 "
2021,경상북도,안동시,합 계," 117,154,864 "," 110,793,308 "," 95,832,380 "," 91,923,345 "," 85,216,922 "," 88,098,058 "," 93,423,714 "
2021,경상북도,구미시,주택용," 55,830,981 "," 53,810,173 "," 46,327,793 "," 47,641,809 "," 44,831,571 "," 46,921,572 "," 52,746,238 "
2021,경상북도,구미시,일반용," 70,255,962 "," 66,029,542 "," 55,432,075 "," 52,931,681 "," 49,597,781 "," 55,613,759 "," 62,705,615 "
2021,경상북도,구미시,교육용," 7,501,314 "," 5,840,743 "," 6,232,419 "," 5,094,422 "," 3,809,617 "," 4,792,633 "," 5,605,944 "
2021,경상북도,구미시,산업용," 676,429,283 "," 611,318,286 "," 661,011,186 "," 654,676,108 "," 675,125,914 "," 693,692,352 "," 746,649,755 "
2021,경상북도,구미시,농사용," 9,379,416 "," 9,236,056 "," 7,898,443 "," 6,606,366 "," 7,122,743 "," 9,565,641 "," 10,232,545 "
2021,경상북도,구미시,가로등," 2,355,444 "," 2,202,421 "," 1,992,234 "," 1,994,390 "," 1,824,919 "," 1,748,262 "," 1,700,417 "
2021,경상북도,구미시,심 야," 9,447,147 "," 9,047,726 "," 6,858,082 "," 5,088,044 "," 3,264,190 "," 2,746,666 "," 2,169,050 "
2021,경상북도,구미시,합 계," 831,199,547 "," 757,484,947 "," 785,752,232 "," 774,032,820 "," 785,576,735 "," 815,080,885 "," 881,809,564 "
2021,경상북도,영주시,주택용," 14,162,925 "," 13,363,072 "," 11,667,175 "," 11,642,913 "," 11,139,376 "," 11,357,359 "," 12,399,987 "
2021,경상북도,영주시,일반용," 21,920,174 "," 20,732,277 "," 16,521,397 "," 15,518,841 "," 14,083,187 "," 14,994,908 "," 16,521,520 "
2021,경상북도,영주시,교육용," 2,671,531 "," 2,010,107 "," 2,051,274 "," 1,729,456 "," 1,297,290 "," 1,282,943 "," 1,387,320 "
2021,경상북도,영주시,산업용," 99,359,526 "," 88,754,812 "," 95,333,811 "," 93,501,687 "," 95,243,870 "," 88,556,598 "," 97,624,329 "
2021,경상북도,영주시,농사용," 9,202,397 "," 8,916,548 "," 7,577,761 "," 7,437,078 "," 6,913,264 "," 7,492,554 "," 8,767,575 "
2021,경상북도,영주시,가로등," 994,036 "," 905,886 "," 870,073 "," 852,703 "," 801,272 "," 756,833 "," 769,674 "
2021,경상북도,영주시,심 야," 10,099,321 "," 9,531,049 "," 7,361,435 "," 5,416,595 "," 3,641,423 "," 2,352,705 "," 1,379,593 "
2021,경상북도,영주시,합 계," 158,409,910 "," 144,213,751 "," 141,382,926 "," 136,099,273 "," 133,119,682 "," 126,793,900 "," 138,849,998 "
2021,경상북도,영천시,주택용," 13,083,168 "," 12,624,267 "," 10,693,690 "," 11,031,062 "," 10,361,434 "," 10,567,775 "," 11,080,557 "
2021,경상북도,영천시,일반용," 20,366,892 "," 19,090,600 "," 15,687,306 "," 15,207,747 "," 13,891,601 "," 14,804,469 "," 16,309,777 "
2021,경상북도,영천시,교육용," 2,465,731 "," 2,140,787 "," 1,894,580 "," 1,655,367 "," 1,213,694 "," 1,436,497 "," 1,735,723 "
2021,경상북도,영천시,산업용," 87,508,080 "," 79,689,277 "," 82,168,239 "," 84,460,178 "," 78,105,407 "," 82,745,452 "," 81,142,004 "
2021,경상북도,영천시,농사용," 15,580,182 "," 15,041,226 "," 12,719,108 "," 12,831,809 "," 12,395,439 "," 13,825,818 "," 18,372,890 "
2021,경상북도,영천시,가로등," 1,283,619 "," 1,215,048 "," 1,143,862 "," 1,149,845 "," 1,082,211 "," 1,030,058 "," 1,010,847 "
2021,경상북도,영천시,심 야," 7,513,741 "," 7,083,591 "," 5,314,555 "," 4,161,656 "," 2,768,549 "," 1,806,674 "," 1,168,980 "
2021,경상북도,영천시,합 계," 147,801,413 "," 136,884,796 "," 129,621,340 "," 130,497,664 "," 119,818,335 "," 126,216,743 "," 130,820,778 "
2021,경상북도,상주시,주택용," 12,643,007 "," 12,281,578 "," 10,386,105 "," 10,604,329 "," 9,966,107 "," 10,112,038 "," 10,435,312 "
2021,경상북도,상주시,일반용," 17,927,470 "," 17,016,797 "," 14,070,670 "," 12,983,705 "," 11,788,142 "," 12,371,034 "," 14,056,181 "
2021,경상북도,상주시,교육용," 2,733,549 "," 2,340,513 "," 2,038,616 "," 1,897,841 "," 1,442,084 "," 1,583,146 "," 1,894,982 "
2021,경상북도,상주시,산업용," 13,522,846 "," 12,529,834 "," 12,611,942 "," 13,175,794 "," 12,811,957 "," 13,006,457 "," 13,685,050 "
2021,경상북도,상주시,농사용," 20,389,239 "," 19,593,348 "," 15,323,923 "," 14,456,809 "," 15,337,908 "," 15,657,074 "," 16,035,997 "
2021,경상북도,상주시,가로등," 1,681,121 "," 1,574,634 "," 1,539,249 "," 1,552,102 "," 1,484,886 "," 1,431,967 "," 1,435,389 "
2021,경상북도,상주시,심 야," 11,107,294 "," 10,371,933 "," 7,640,881 "," 5,785,804 "," 3,902,364 "," 2,541,899 "," 1,495,160 "
2021,경상북도,상주시,합 계," 80,004,526 "," 75,708,637 "," 63,611,386 "," 60,456,384 "," 56,733,448 "," 56,703,615 "," 59,038,071 "
2021,경상북도,문경시,주택용," 9,295,863 "," 9,028,793 "," 7,611,943 "," 7,669,792 "," 7,179,923 "," 7,263,642 "," 7,467,849 "
2021,경상북도,문경시,일반용," 16,998,166 "," 15,927,572 "," 12,774,881 "," 11,674,338 "," 10,498,741 "," 11,128,025 "," 12,387,328 "
2021,경상북도,문경시,교육용," 1,648,729 "," 1,334,313 "," 1,169,663 "," 1,057,430 "," 751,262 "," 841,916 "," 1,013,017 "
2021,경상북도,문경시,산업용," 18,153,209 "," 16,209,726 "," 16,680,241 "," 16,377,964 "," 15,839,035 "," 15,272,327 "," 15,953,463 "
2021,경상북도,문경시,농사용," 7,201,128 "," 7,238,760 "," 5,873,148 "," 5,357,096 "," 5,251,855 "," 5,852,190 "," 6,976,100 "
2021,경상북도,문경시,가로등," 1,236,329 "," 1,126,930 "," 1,132,516 "," 1,104,857 "," 1,050,284 "," 1,016,457 "," 1,007,712 "
2021,경상북도,문경시,심 야," 8,340,935 "," 8,104,141 "," 6,018,591 "," 4,568,962 "," 3,134,111 "," 2,167,927 "," 1,339,043 "
2021,경상북도,문경시,합 계," 62,874,359 "," 58,970,235 "," 51,260,983 "," 47,810,439 "," 43,705,211 "," 43,542,484 "," 46,144,512 "
2021,경상북도,경산시,주택용," 37,312,042 "," 36,697,402 "," 31,363,926 "," 32,839,875 "," 30,733,722 "," 32,240,084 "," 34,374,833 "
2021,경상북도,경산시,일반용," 47,199,256 "," 44,304,649 "," 37,129,258 "," 36,253,219 "," 33,979,518 "," 37,911,729 "," 42,100,258 "
2021,경상북도,경산시,교육용," 10,842,480 "," 8,816,336 "," 9,457,712 "," 7,635,865 "," 6,607,545 "," 7,507,782 "," 7,880,757 "
2021,경상북도,경산시,산업용," 139,717,563 "," 126,740,143 "," 130,128,648 "," 133,198,842 "," 127,330,486 "," 132,361,143 "," 135,669,882 "
2021,경상북도,경산시,농사용," 7,816,537 "," 7,713,757 "," 6,195,083 "," 5,887,395 "," 5,512,789 "," 6,044,987 "," 7,935,608 "
2021,경상북도,경산시,가로등," 1,991,558 "," 1,825,622 "," 1,696,693 "," 1,645,551 "," 1,510,224 "," 1,419,242 "," 1,419,622 "
2021,경상북도,경산시,심 야," 10,375,545 "," 9,799,853 "," 7,518,796 "," 5,701,787 "," 3,495,691 "," 2,195,055 "," 1,423,919 "
2021,경상북도,경산시,합 계," 255,254,981 "," 235,897,762 "," 223,490,116 "," 223,162,534 "," 209,169,975 "," 219,680,022 "," 230,804,879 "
2021,경상북도,군위군,주택용," 2,720,988 "," 2,621,295 "," 2,215,378 "," 2,239,258 "," 2,097,109 "," 2,112,759 "," 2,125,579 "
2021,경상북도,군위군,일반용," 5,456,723 "," 5,927,544 "," 4,491,313 "," 4,323,237 "," 3,874,615 "," 3,975,105 "," 4,300,396 "
2021,경상북도,군위군,교육용," 456,541 "," 375,161 "," 292,344 "," 275,853 "," 193,813 "," 199,907 "," 220,093 "
2021,경상북도,군위군,산업용," 9,352,054 "," 17,327,646 "," 12,927,390 "," 13,652,399 "," 12,762,249 "," 12,582,657 "," 12,569,889 "
2021,경상북도,군위군,농사용," 7,169,244 "," 6,652,957 "," 5,604,880 "," 5,132,782 "," 4,612,473 "," 5,023,755 "," 6,199,190 "
2021,경상북도,군위군,가로등," 439,434 "," 422,891 "," 398,316 "," 427,566 "," 419,907 "," 416,540 "," 420,433 "
2021,경상북도,군위군,심 야," 2,713,843 "," 2,561,436 "," 1,893,100 "," 1,458,521 "," 979,483 "," 642,816 "," 406,918 "
2021,경상북도,군위군,합 계," 28,308,827 "," 35,888,930 "," 27,822,721 "," 27,509,616 "," 24,939,649 "," 24,953,539 "," 26,242,498 "
2021,경상북도,의성군,주택용," 6,604,097 "," 6,274,188 "," 5,358,538 "," 5,532,431 "," 5,151,117 "," 5,064,100 "," 5,217,789 "
2021,경상북도,의성군,일반용," 9,222,022 "," 8,784,524 "," 6,770,370 "," 6,487,192 "," 5,714,336 "," 5,868,346 "," 6,395,599 "
2021,경상북도,의성군,교육용," 832,748 "," 662,485 "," 541,568 "," 566,439 "," 383,897 "," 401,303 "," 494,050 "
2021,경상북도,의성군,산업용," 7,816,330 "," 7,293,895 "," 6,800,606 "," 6,947,602 "," 6,283,186 "," 6,289,326 "," 6,222,762 "
2021,경상북도,의성군,농사용," 10,939,806 "," 10,636,387 "," 8,928,266 "," 9,017,470 "," 11,804,595 "," 16,041,526 "," 16,503,830 "
2021,경상북도,의성군,가로등," 1,137,764 "," 1,112,946 "," 1,075,979 "," 1,160,984 "," 1,142,060 "," 1,097,885 "," 1,094,969 "
2021,경상북도,의성군,심 야," 6,764,677 "," 6,296,686 "," 4,638,052 "," 3,547,094 "," 2,346,544 "," 1,447,703 "," 819,562 "
2021,경상북도,의성군,합 계," 43,317,444 "," 41,061,111 "," 34,113,379 "," 33,259,212 "," 32,825,735 "," 36,210,189 "," 36,748,561 "
2021,경상북도,청송군,주택용," 3,276,317 "," 3,131,913 "," 2,685,018 "," 2,757,123 "," 2,641,335 "," 2,600,909 "," 2,602,141 "
2021,경상북도,청송군,일반용," 6,616,329 "," 6,321,250 "," 5,165,306 "," 4,807,999 "," 4,249,881 "," 4,279,221 "," 4,645,703 "
2021,경상북도,청송군,교육용," 492,089 "," 386,061 "," 332,926 "," 321,436 "," 222,183 "," 209,690 "," 232,568 "
2021,경상북도,청송군,산업용," 1,763,112 "," 1,669,551 "," 1,504,985 "," 1,608,003 "," 1,489,054 "," 1,500,898 "," 1,442,437 "
2021,경상북도,청송군,농사용," 3,549,990 "," 3,673,639 "," 3,320,125 "," 3,622,074 "," 3,935,621 "," 4,002,085 "," 4,066,761 "
2021,경상북도,청송군,가로등," 818,802 "," 763,646 "," 741,830 "," 746,289 "," 726,015 "," 685,105 "," 684,352 "
2021,경상북도,청송군,심 야," 4,447,822 "," 4,123,769 "," 3,134,296 "," 2,573,676 "," 1,887,979 "," 1,297,774 "," 773,797 "
2021,경상북도,청송군,합 계," 20,964,461 "," 20,069,829 "," 16,884,486 "," 16,436,600 "," 15,152,068 "," 14,575,682 "," 14,447,759 "
2021,경상북도,영양군,주택용," 2,159,082 "," 2,126,089 "," 1,797,101 "," 1,854,629 "," 1,761,763 "," 1,776,261 "," 1,721,783 "
2021,경상북도,영양군,일반용," 3,437,621 "," 3,200,668 "," 2,557,807 "," 2,380,987 "," 2,086,755 "," 2,089,520 "," 2,116,992 "
2021,경상북도,영양군,교육용," 342,559 "," 238,120 "," 236,676 "," 211,811 "," 149,361 "," 132,708 "," 149,699 "
2021,경상북도,영양군,산업용," 1,005,189 "," 1,060,124 "," 933,943 "," 919,080 "," 829,379 "," 914,290 "," 1,026,933 "
2021,경상북도,영양군,농사용," 1,490,471 "," 1,745,298 "," 1,565,823 "," 1,239,509 "," 1,150,485 "," 1,295,675 "," 1,600,840 "
2021,경상북도,영양군,가로등," 229,775 "," 174,695 "," 164,559 "," 156,971 "," 144,138 "," 134,981 "," 140,253 "
2021,경상북도,영양군,심 야," 3,754,253 "," 3,495,941 "," 2,638,073 "," 2,217,740 "," 1,635,301 "," 1,147,659 "," 717,916 "
2021,경상북도,영양군,합 계," 12,418,950 "," 12,040,935 "," 9,893,982 "," 8,980,727 "," 7,757,182 "," 7,491,094 "," 7,474,416 "
2021,경상북도,영덕군,주택용," 4,659,655 "," 4,411,408 "," 3,796,399 "," 3,842,168 "," 3,593,563 "," 3,577,026 "," 3,719,717 "
2021,경상북도,영덕군,일반용," 12,986,793 "," 11,907,099 "," 10,046,780 "," 9,608,057 "," 8,825,524 "," 9,043,443 "," 9,880,214 "
2021,경상북도,영덕군,교육용," 457,376 "," 349,599 "," 360,035 "," 343,682 "," 247,844 "," 240,007 "," 290,293 "
2021,경상북도,영덕군,산업용," 4,744,907 "," 4,543,061 "," 4,168,352 "," 4,400,601 "," 4,367,034 "," 4,334,077 "," 4,430,015 "
2021,경상북도,영덕군,농사용," 2,943,171 "," 2,936,458 "," 2,610,167 "," 2,786,459 "," 2,730,076 "," 3,098,941 "," 3,225,956 "
2021,경상북도,영덕군,가로등," 844,712 "," 820,054 "," 801,199 "," 856,004 "," 878,808 "," 862,608 "," 820,737 "
2021,경상북도,영덕군,심 야," 3,791,565 "," 3,464,837 "," 2,602,209 "," 2,068,481 "," 1,489,092 "," 986,757 "," 677,420 "
2021,경상북도,영덕군,합 계," 30,428,179 "," 28,432,516 "," 24,385,141 "," 23,905,452 "," 22,131,941 "," 22,142,859 "," 23,044,352 "
2021,경상북도,청도군,주택용," 5,345,490 "," 5,163,597 "," 4,385,621 "," 4,438,037 "," 4,155,489 "," 4,191,187 "," 4,291,839 "
2021,경상북도,청도군,일반용," 9,693,722 "," 9,099,170 "," 7,480,291 "," 7,150,091 "," 6,600,237 "," 6,821,820 "," 7,324,330 "
2021,경상북도,청도군,교육용," 710,474 "," 511,434 "," 480,876 "," 479,882 "," 336,619 "," 354,505 "," 409,179 "
2021,경상북도,청도군,산업용," 8,647,525 "," 7,958,758 "," 7,685,275 "," 8,029,591 "," 7,382,568 "," 7,373,764 "," 7,642,555 "
2021,경상북도,청도군,농사용," 19,408,301 "," 17,828,191 "," 15,301,689 "," 15,053,680 "," 14,029,373 "," 14,992,324 "," 16,664,931 "
2021,경상북도,청도군,가로등," 851,813 "," 771,046 "," 741,867 "," 704,736 "," 659,273 "," 623,830 "," 629,722 "
2021,경상북도,청도군,심 야," 4,629,472 "," 4,364,097 "," 3,283,734 "," 2,471,888 "," 1,647,216 "," 1,050,749 "," 684,116 "
2021,경상북도,청도군,합 계," 49,286,797 "," 45,696,293 "," 39,359,353 "," 38,327,905 "," 34,810,775 "," 35,408,179 "," 37,646,672 "
2021,경상북도,고령군,주택용," 3,889,410 "," 3,662,527 "," 3,105,167 "," 3,122,009 "," 2,906,787 "," 2,934,937 "," 3,194,523 "
2021,경상북도,고령군,일반용," 6,966,286 "," 6,566,356 "," 5,545,198 "," 5,399,537 "," 4,955,953 "," 5,267,697 "," 5,764,329 "
2021,경상북도,고령군,교육용," 431,374 "," 356,244 "," 370,080 "," 290,578 "," 227,681 "," 285,024 "," 318,543 "
2021,경상북도,고령군,산업용," 95,403,741 "," 83,967,431 "," 93,630,764 "," 95,389,952 "," 92,234,986 "," 91,040,524 "," 89,927,248 "
2021,경상북도,고령군,농사용," 9,019,222 "," 8,395,561 "," 6,211,308 "," 5,521,400 "," 5,529,425 "," 7,449,372 "," 8,265,010 "
2021,경상북도,고령군,가로등," 607,326 "," 598,068 "," 560,417 "," 616,040 "," 600,219 "," 590,546 "," 595,728 "
2021,경상북도,고령군,심 야," 3,815,138 "," 3,585,236 "," 2,607,201 "," 1,902,497 "," 1,221,586 "," 771,316 "," 485,235 "
2021,경상북도,고령군,합 계," 120,132,497 "," 107,131,423 "," 112,030,135 "," 112,242,013 "," 107,676,637 "," 108,339,416 "," 108,550,616 "
2021,경상북도,성주군,주택용," 4,955,102 "," 4,751,387 "," 3,982,758 "," 3,985,007 "," 3,681,614 "," 3,763,227 "," 4,108,065 "
2021,경상북도,성주군,일반용," 10,198,451 "," 9,496,598 "," 7,670,218 "," 7,236,233 "," 6,533,833 "," 7,022,296 "," 7,738,294 "
2021,경상북도,성주군,교육용," 524,938 "," 424,761 "," 384,593 "," 334,134 "," 250,434 "," 319,247 "," 370,885 "
2021,경상북도,성주군,산업용," 70,915,120 "," 64,985,685 "," 66,000,000 "," 67,835,781 "," 63,719,920 "," 64,306,949 "," 64,834,973 "
2021,경상북도,성주군,농사용," 10,429,141 "," 10,032,771 "," 8,420,331 "," 8,156,927 "," 7,486,291 "," 7,956,344 "," 8,879,785 "
2021,경상북도,성주군,가로등," 637,847 "," 590,884 "," 565,009 "," 558,616 "," 519,162 "," 498,083 "," 494,185 "
2021,경상북도,성주군,심 야," 5,289,443 "," 4,991,593 "," 3,715,032 "," 2,719,964 "," 1,744,164 "," 1,091,500 "," 660,414 "
2021,경상북도,성주군,합 계," 102,950,042 "," 95,273,679 "," 90,737,941 "," 90,826,662 "," 83,935,418 "," 84,957,646 "," 87,086,601 "
2021,경상북도,칠곡군,주택용," 15,427,186 "," 14,599,132 "," 12,524,280 "," 12,692,617 "," 11,899,464 "," 12,383,283 "," 13,999,501 "
2021,경상북도,칠곡군,일반용," 30,684,734 "," 28,887,703 "," 23,628,587 "," 22,935,736 "," 21,430,333 "," 23,934,456 "," 26,695,310 "
2021,경상북도,칠곡군,교육용," 1,862,152 "," 1,578,433 "," 1,730,525 "," 1,334,098 "," 1,084,316 "," 1,374,856 "," 1,339,698 "
2021,경상북도,칠곡군,산업용," 123,925,039 "," 115,125,293 "," 113,226,917 "," 117,989,205 "," 111,872,595 "," 115,001,724 "," 119,061,032 "
2021,경상북도,칠곡군,농사용," 7,404,392 "," 7,182,107 "," 5,464,213 "," 5,223,490 "," 5,098,715 "," 5,786,910 "," 6,325,494 "
2021,경상북도,칠곡군,가로등," 1,795,365 "," 1,650,623 "," 1,532,113 "," 1,508,990 "," 1,432,946 "," 1,346,619 "," 1,351,315 "
2021,경상북도,칠곡군,심 야," 7,227,758 "," 6,744,785 "," 5,029,938 "," 3,609,021 "," 2,264,114 "," 1,407,055 "," 921,831 "
2021,경상북도,칠곡군,합 계," 188,326,626 "," 175,768,076 "," 163,136,573 "," 165,293,157 "," 155,082,483 "," 161,234,903 "," 169,694,181 "
2021,경상북도,예천군,주택용," 8,244,427 "," 7,766,349 "," 6,898,801 "," 6,963,918 "," 6,894,290 "," 6,800,683 "," 7,678,562 "
2021,경상북도,예천군,일반용," 10,807,791 "," 10,134,288 "," 8,173,911 "," 7,582,780 "," 6,891,702 "," 7,334,129 "," 8,131,231 "
2021,경상북도,예천군,교육용," 1,131,519 "," 928,112 "," 798,231 "," 731,466 "," 511,318 "," 526,042 "," 571,383 "
2021,경상북도,예천군,산업용," 4,551,700 "," 4,256,199 "," 3,982,231 "," 3,998,601 "," 3,895,742 "," 3,916,067 "," 3,963,295 "
2021,경상북도,예천군,농사용," 6,792,056 "," 6,715,434 "," 5,604,083 "," 5,013,908 "," 6,021,720 "," 7,688,442 "," 8,139,318 "
2021,경상북도,예천군,가로등," 579,964 "," 525,718 "," 490,819 "," 456,197 "," 419,297 "," 391,346 "," 393,516 "
2021,경상북도,예천군,심 야," 7,921,516 "," 7,346,031 "," 5,400,608 "," 4,171,379 "," 2,848,558 "," 1,909,659 "," 1,059,892 "
2021,경상북도,예천군,합 계," 40,028,973 "," 37,672,131 "," 31,348,684 "," 28,918,249 "," 27,482,627 "," 28,566,368 "," 29,937,197 "
2021,경상북도,봉화군,주택용," 3,990,230 "," 3,862,492 "," 3,279,771 "," 3,406,675 "," 3,230,320 "," 3,252,631 "," 3,172,968 "
2021,경상북도,봉화군,일반용," 6,067,592 "," 5,704,487 "," 4,593,979 "," 4,254,513 "," 3,771,188 "," 3,754,638 "," 3,845,335 "
2021,경상북도,봉화군,교육용," 590,767 "," 405,586 "," 376,103 "," 353,258 "," 234,636 "," 222,803 "," 258,221 "
2021,경상북도,봉화군,산업용," 151,474,331 "," 139,697,634 "," 149,397,599 "," 151,362,986 "," 155,459,478 "," 126,229,706 "," 131,181,433 "
2021,경상북도,봉화군,농사용," 6,543,000 "," 6,405,661 "," 5,667,375 "," 5,187,660 "," 4,645,371 "," 4,886,744 "," 5,394,421 "
2021,경상북도,봉화군,가로등," 514,169 "," 500,033 "," 496,892 "," 519,441 "," 510,702 "," 507,561 "," 481,968 "
2021,경상북도,봉화군,심 야," 5,904,304 "," 5,529,098 "," 4,092,899 "," 3,343,342 "," 2,483,229 "," 1,736,142 "," 1,042,450 "
2021,경상북도,봉화군,합 계," 175,084,393 "," 162,104,991 "," 167,904,618 "," 168,427,875 "," 170,334,924 "," 140,590,225 "," 145,376,796 "
2021,경상북도,울진군,주택용," 7,750,702 "," 7,404,100 "," 6,345,805 "," 6,449,989 "," 6,062,019 "," 6,080,603 "," 6,334,089 "
2021,경상북도,울진군,일반용," 15,635,181 "," 14,385,158 "," 12,230,610 "," 11,529,660 "," 10,387,733 "," 10,704,568 "," 11,843,820 "
2021,경상북도,울진군,교육용," 1,042,077 "," 768,665 "," 765,601 "," 772,522 "," 567,740 "," 619,633 "," 738,712 "
2021,경상북도,울진군,산업용," 21,812,669 "," 8,734,687 "," 33,228,082 "," 34,784,126 "," 30,059,224 "," 51,900,166 "," 46,324,862 "
2021,경상북도,울진군,농사용," 2,658,085 "," 2,682,707 "," 2,566,592 "," 2,687,052 "," 2,637,692 "," 2,957,179 "," 3,206,976 "
2021,경상북도,울진군,가로등," 835,959 "," 786,794 "," 741,779 "," 755,929 "," 723,796 "," 742,027 "," 732,747 "
2021,경상북도,울진군,심 야," 5,182,113 "," 4,869,914 "," 3,679,117 "," 3,008,085 "," 2,153,899 "," 1,547,008 "," 1,157,504 "
2021,경상북도,울진군,합 계," 54,916,786 "," 39,632,025 "," 59,557,586 "," 59,987,363 "," 52,592,103 "," 74,551,184 "," 70,338,710 "
2021,경상북도,울릉군,주택용," 916,938 "," 836,999 "," 758,173 "," 910,566 "," 667,343 "," 859,511 "," 818,192 "
2021,경상북도,울릉군,일반용," 3,526,740 "," 3,277,097 "," 2,953,312 "," 3,259,546 "," 3,350,422 "," 3,284,383 "," 3,434,604 "
2021,경상북도,울릉군,교육용," 194,380 "," 132,144 "," 128,581 "," 132,044 "," 92,442 "," 90,352 "," 114,896 "
